artist_name,spotify_link,mbid,country,method,track_used,tracks_tried,total_tracks_available,phase_used
Nuclear Assault,https://open.spotify.com/artist/2iu7W76DMacXn6hzAqmJJU,ffd3ac37-4d0a-42a1-a41e-e160cf60dca5,US,step16_fallback_none,Critical Mass,1.0,10.0,1.0
Nuclear Warfare,https://open.spotify.com/artist/55gnlLVCEsissgVVFqCHSe,5b4516f7-2300-41a7-b5cf-f0b9f8366d93,TH,step16_fallback_none,Total Devastation,1.0,10.0,1.0
Numen,https://open.spotify.com/artist/35isU5C0iVpDhM4pw3vi8g,f7a53251-08cd-48da-9cf3-0132b3d8ad7f,ES,step16_fallback_none,Lautada izoztuetan,1.0,10.0,1.0
Oathean,https://open.spotify.com/artist/5mBECHy46N9pHBofOK2rFH,4afb1213-645b-47a8-b021-c9df6e73b357,KR,step16_fallback_none,Wandering Soul,1.0,10.0,1.0
Obituary,https://open.spotify.com/artist/0SbGI4sb8dAKFZnK7RFyhz,2e8ac3ed-2a89-4377-ba80-790106aba554,US,step16_fallback_none,Redneck Stomp,1.0,10.0,1.0
Obscura,https://open.spotify.com/artist/7i82bJxWj1Tggc7pnU1hzt,f002e30d-401c-44b1-82e0-d6796870594d,DE,step16_fallback_none,Solaris,1.0,10.0,1.0
Obsequiae,https://open.spotify.com/artist/5KwdkxxLA3mR8dxpzauigT,750fc0e5-9d78-4806-ae30-58bfa5e236cf,US,step16_fallback_none,Ay Que Por Muy Gran Fremosura,1.0,10.0,1.0
October Tide,https://open.spotify.com/artist/4Ttdsj7ypWvHOhephBvXAl,b4a29d12-b9e5-4b78-9639-f12a94e74a37,SE,step16_fallback_none,12 Day of Rain,1.0,10.0,1.0
Of Mice & Men,https://open.spotify.com/artist/4tususHNaR68xdgLstlGBA,82b6784e-8161-42a0-9b5c-b9d31e63fd85,US,step16_fallback_none,Second & Sebring,1.0,10.0,1.0
Old Man's Child,https://open.spotify.com/artist/4LT73i2bqTazQQkmODMaYf,02fc3032-e491-46b8-8742-9859e4906dcc,NO,step16_fallback_none,Black Seeds On Virgin Soil,1.0,10.0,1.0
Omen,https://open.spotify.com/artist/31SU1GkApYNa5jdS0S5XIr,875203e1-8e58-4b86-8dcb-7190faf411c5,US,step16_fallback_none,Enchanted (feat. Omen),1.0,10.0,1.0
Omnium Gatherum,https://open.spotify.com/artist/52xuvlUvnxqH0xzxGPKXSu,9319e8ca-75f1-4d43-acba-eb31c9f1c38e,FI,step16_fallback_none,The Last Hero,1.0,10.0,1.0
Ondolindë,https://open.spotify.com/artist/53YPUuYw9NBDbrdyUvS2Hn,38a00400-1c24-43dc-a6b2-8b2c905a1c7e,TR,step16_fallback_none,The First Kinslaying,1.0,10.0,1.0
Onslaught,https://open.spotify.com/artist/71lhIVHJ24x9hEcwFSWuOf,faa76524-c57c-4303-843e-925f5aa02f87,GB,step16_fallback_none,A Perfect Day to Die,1.0,10.0,1.0
Opeth,https://open.spotify.com/artist/0ybFZ2Ab08V8hueghSXm6E,c14b4180-dc87-481e-b17a-64e4150f90f6,SE,step16_fallback_none,Windowpane,1.0,10.0,1.0
Orbit Culture,https://open.spotify.com/artist/7k29FbDq69ju2fe6zTskxY,c4f8b170-36cf-4774-bbe9-8d93d204a681,SE,step16_fallback_none,The Tales of War,1.0,10.0,1.0
Orden Ogan,https://open.spotify.com/artist/3t5X2CVDf5mrlIx1SdvWYM,af7d515d-de4c-4275-a9b4-08b631361f54,DE,step16_fallback_none,Gunman,1.0,10.0,1.0
Outlaw,https://open.spotify.com/artist/0sZqsOgcraFuMv1I4jlJo4,fca261a1-9507-490c-823b-e933d9f30641,DE,step16_fallback_none,Through the Infinite Darkness,1.0,10.0,1.0
Overdrive,https://open.spotify.com/artist/0b9vKDPK8gndDPx6KvzgGJ,6af7c553-e069-4bc7-935a-789913e4bccf,GB,step16_fallback_none,On the Run,1.0,10.0,1.0
Overkill,https://open.spotify.com/artist/0NmYchKQ8JIR9QHYJA0FRe,97fa7dd1-4706-4fad-b6ff-e099a37837fc,US,step16_fallback_none,Elimination,1.0,10.0,1.0
Ozzy Osbourne,https://open.spotify.com/artist/6ZLTlhejhndI4Rh53vYhrY,8aa5b65a-5b3c-4029-92bf-47a544356934,GB,step16_fallback_none,Crazy Train,1.0,10.0,1.0
Palm Reader,https://open.spotify.com/artist/0kP3iUpk8Bs7k2ROuXt7ZN,71b2bb27-8a07-4148-8e9e-a55cadc63b66,GB,step16_fallback_none,Hold/Release,1.0,10.0,1.0
Pantera,https://open.spotify.com/artist/14pVkFUHDL207LzLHtSA18,541f16f5-ad7a-428e-af89-9fa1b16d3c9c,US,step16_fallback_none,Walk,1.0,10.0,1.0
Paradise Lost,https://open.spotify.com/artist/0gIo6kGl4KsCeIbqtZVHYp,10bf95b6-30e3-44f1-817f-45762cdc0de0,GB,step16_fallback_none,Small Town Boy,1.0,10.0,1.0
Parkway Drive,https://open.spotify.com/artist/159qqlGwzE04xyqpfAwRLo,a436dd02-0549-4c91-b608-df451217fdeb,AU,step16_fallback_none,Sacred,1.0,10.0,1.0
Passenger,https://open.spotify.com/artist/67K7idnuGeHTmpU2giuPnh,6617f55e-c0c0-490d-9855-02c9c30091d9,SE,step16_fallback_none,In Reverse,1.0,10.0,1.0
Pentagram,https://open.spotify.com/artist/1Xz8iP9Dvl5uI88iraOhs7,8c2e4f17-540c-42d9-abba-bc1e6c9d9e6d,TR,step16_fallback_none,Sonsuz,1.0,10.0,1.0
Pentagram,https://open.spotify.com/artist/0xybuiDEYo3YuT3fLPaIyE,d7e9b9e7-8ac3-4be4-85c8-64601d68261c,US,step16_fallback_none,Forever My Queen,1.0,10.0,1.0
Persefone,https://open.spotify.com/artist/4wxyib7wQwVxwKNFBmOhAw,071607c3-488d-4d9e-8c0e-c5469ddc4ce3,AD,step16_fallback_none,"Consciousness, Pt. 1 (Sitting in Silence)",1.0,10.0,1.0
Pestilence,https://open.spotify.com/artist/6JcFn4PlXFuXmhRXpOpsan,1dbc1f29-19b7-49de-950d-e7b7391f56f0,NL,step16_fallback_none,Twisted Truth,1.0,10.0,1.0
Picture,https://open.spotify.com/artist/2thcNpARINMX4i8f73jqtf,0fbad19c-2b5a-4909-b338-bb354bb3b059,NL,step16_fallback_none,Eternal Dark - Remastered,1.0,10.0,1.0
Piledriver,https://open.spotify.com/artist/4IkzquGzaHJr0O4snJAoSb,ead9b83d-b38d-43c2-a39a-05628996e889,DE,step16_fallback_none,The World's On Fire,1.0,10.0,1.0
Possessed,https://open.spotify.com/artist/0ZEpcKtaM4ItvzHJCg5udc,709e937c-496d-4b7f-9219-d5eb9d8b2e2f,US,step16_fallback_none,The Exorcist,1.0,10.0,1.0
Power Trip,https://open.spotify.com/artist/3TmaQHOfq1olDKHtE38zYT,7f179acc-d6eb-4ca9-af90-c14e397fb613,US,step16_fallback_none,Executioner's Tax (Swing of the Axe),1.0,10.0,1.0
Powerwolf,https://open.spotify.com/artist/5HFkc3t0HYETL4JeEbDB1v,3ef77bdc-b1ce-4e44-aa4b-acfa763c5284,DE,step16_fallback_none,Army of the Night,1.0,10.0,1.0
Pretty Maids,https://open.spotify.com/artist/4OGo8f0tdKloP3IZwvnLqt,a46a8ac0-5179-4790-ad77-1e0c1a843989,DK,step16_fallback_none,Please Don't Leave Me,1.0,10.0,1.0
Pungent Stench,https://open.spotify.com/artist/7A3kNjGDMpJ0JOGu8W3f9r,61b821e8-84fd-4921-b15b-60e9cd077697,AT,step16_fallback_none,Why Can the Bodies Fly,1.0,10.0,1.0
Punisher,https://open.spotify.com/artist/3znQWYKci8CuNetDhPZs6w,c7e81025-0042-44c9-8254-281f011d7a74,CN,step16_fallback_none,Battle Of Grace,1.0,10.0,1.0
Q5,https://open.spotify.com/artist/7qgjjGFiEN45al58ZKqQ6f,024b4580-8341-4541-bd90-97a9b872cf18,US,step16_fallback_none,Steel the Light,1.0,10.0,1.0
Quartz,https://open.spotify.com/artist/2caka9PPgIWJ7vcT6OHPHC,1b358e92-639f-462b-9888-17c82a0b6ebd,FR,step16_fallback_none,Quartz,1.0,10.0,1.0
Queensrÿche,https://open.spotify.com/artist/2OgUPVlWYgGBGMefZgGvCO,deeea939-7f89-4762-b09f-79269cd70d3b,US,step16_fallback_none,Silent Lucidity - Remastered 2003,1.0,10.0,1.0
Rage,https://open.spotify.com/artist/5TJVsWPUaJxBxWfVZQEt2x,2a90aa9c-d2ff-49fd-a8e5-2463f657eb45,DE,step16_fallback_none,Straight To Hell,1.0,10.0,1.0
Rainbow,https://open.spotify.com/artist/6SLAMfhOi7UJI0fMztaK0m,e3cb4543-210f-499a-b0d1-3882c312dfb9,GB,step16_fallback_none,Since You Been Gone,1.0,10.0,1.0
Rammstein,https://open.spotify.com/artist/6wWVKhxIU2cEi0K81v7HvP,b2d122f9-eadb-4930-a196-8f221eeb0c66,DE,step16_fallback_none,Sonne,1.0,10.0,1.0
Randy,https://open.spotify.com/artist/50FNmD8Gjs4wGQ67upKX9b,3b7f901a-cc51-44cf-a864-2d929c45dc9d,DK,step16_fallback_none,Shadows Are Falling,2.0,10.0,1.0
Raven,https://open.spotify.com/artist/1EH9eSje47IiRyVsq3gfkl,b4854d3a-2678-4f0b-8024-ea78e5c32800,GB,step16_fallback_none,Metal Militia,1.0,10.0,1.0
Raven,https://open.spotify.com/artist/4FrOeKeIt5Ols4vc0EWTBc,b4854d3a-2678-4f0b-8024-ea78e5c32800,GB,step16_fallback_none,On and On,1.0,10.0,1.0
Razor,https://open.spotify.com/artist/4jvgoG685KIVaPYwqVF60B,ba31a1e0-6b75-458f-b07f-ec81253513a1,CA,step16_fallback_none,The Marshall Arts,1.0,10.0,1.0
Remembrance,https://open.spotify.com/artist/0By0WhRLRodoedaGzJYmz6,664ce5e0-7b4c-4f6b-954b-f9179f074818,FR,step16_fallback_none,Ageless Fever,1.0,10.0,1.0
Resurrection,https://open.spotify.com/artist/4Bslg7XJg2hWUWUB1GFWRJ,e5171bb3-fd95-4013-8612-70b78e30d500,US,step16_fallback_none,Rage Within,1.0,10.0,1.0
Retromorphosis,https://open.spotify.com/artist/0fBVXSuBO4MlVPMmugfW7L,4a973c24-ce15-4478-b838-7c522b8d5ed7,SE,step16_fallback_none,Vanished,1.0,8.0,1.0
Revenge,https://open.spotify.com/artist/50U1jrMV6FoddCGhjovDpG,e7577d9d-ab38-44a6-9c02-5afa7b5782dc,CA,step16_fallback_none,Blood of My Blood,1.0,10.0,1.0
Rhapsody,https://open.spotify.com/artist/0zQfrabOFYf36Ikb6PXcCY,4e0dffde-ad2d-45b7-9c75-d57ce55de061,IT,step16_fallback_none,Emerald Sword,1.0,10.0,1.0
Rhapsody Of Fire,https://open.spotify.com/artist/3IjLXN4eSksdGj8uDE4Jm1,4e0dffde-ad2d-45b7-9c75-d57ce55de061,IT,step16_fallback_none,Dawn of Victory - Re-Recorded,1.0,10.0,1.0
Riot,https://open.spotify.com/artist/2TTfkn3oA5dSvqmvVxjUxR,ca04e657-2ffc-4949-9150-cb43d9f231e2,US,step16_fallback_none,Swords and Tequila,1.0,10.0,1.0
Riot V,https://open.spotify.com/artist/5AD3ApIDjM31rpaAon76tg,ca04e657-2ffc-4949-9150-cb43d9f231e2,US,step16_fallback_none,Thundersteel - 2018 Version,1.0,10.0,1.0
Rotting,https://open.spotify.com/artist/4luk3CEWQFlfSazvWJMuFC,4f422192-0775-46a9-a8a8-5f7c1c03935e,CA,step16_fallback_none,Sexually Tortured,1.0,10.0,1.0
Rotting Christ,https://open.spotify.com/artist/7FhkwcO8Jd7BRWdllBpXBJ,2d576cfe-7669-4af0-a66a-86c8362f47c5,GR,step16_fallback_none,Aealo - Re-recorded,1.0,10.0,1.0
Rudra,https://open.spotify.com/artist/1lhBWEJtquNAdErQGaQPwr,83b414a6-32c6-4656-8533-e23913beb05b,SG,step16_fallback_none,The Pathless Path to the Knowable Unknown,1.0,10.0,1.0
Running Wild,https://open.spotify.com/artist/7954VFaZClkL503srfV5PE,ad73761f-c66d-4149-899d-21f56d1969a1,DE,step16_fallback_none,Under Jolly Roger,1.0,10.0,1.0
S.O.D. Stormtroopers of Death,https://open.spotify.com/artist/6KcocikbSWKm3Ewqk7AvqM,00b0a363-2fbc-4af7-b67d-70cf035829e7,US,step16_fallback_none,March of the S.O.D.,1.0,10.0,1.0
Sabaton,https://open.spotify.com/artist/3o2dn2O0FCVsWDFSh8qxgG,39a31de6-763d-48b6-a45c-f7cfad58ffd8,SE,step16_fallback_none,The Last Stand,1.0,10.0,1.0
Sabbat,https://open.spotify.com/artist/0jt8kceByMQRorrMxKEUUt,cad31485-4806-4c2a-8a70-2bdadacc05f8,GB,step16_fallback_none,The Clerical Conspiracy (2007 Remaster),1.0,10.0,1.0
Sabbat,https://open.spotify.com/artist/0XyGfOxPWOpLP6t3X5EbA4,6082bb10-ba2f-4990-9b1f-ab6b868f4683,JP,step16_fallback_none,Satan Bless You,1.0,10.0,1.0
Sacramentum,https://open.spotify.com/artist/2aWNMyDPP58u8yalKahWXJ,67673557-2310-41d3-83b9-e6e0cb1d65d5,SE,step16_fallback_none,Fog's Kiss,1.0,10.0,1.0
Sacred Reich,https://open.spotify.com/artist/0UeVJTdCWGEFSSO9Tg9tiH,05ada461-fa66-4c15-a1c1-206fda754d18,US,step16_fallback_none,The American Way,1.0,10.0,1.0
Sacrifice,https://open.spotify.com/artist/6IOGoBdcGoq9EZGcpthG8Z,6fc5a89a-8f86-42ec-9bb7-3ccc0221a8a1,CA,step16_fallback_none,Antidote of Poison,1.0,10.0,1.0
Sacrilege,https://open.spotify.com/artist/4tCGLoBHcErzFQOYCm8T60,f01a2084-c408-4966-8c0d-17e58305b79a,SE,step16_fallback_none,Summon the Masses and Walk Through the Fire,1.0,10.0,1.0
Sadist,https://open.spotify.com/artist/3dmVTaRcdhzAJR0FOvKCDt,8c013ad6-c1e7-455c-8f75-c95375cd794c,IT,step16_fallback_none,Breathin' Cancer,2.0,10.0,1.0
Sadistic Intent,https://open.spotify.com/artist/753MqSiIV08l2flq3AMn7e,b16573b8-6898-43a9-86fa-5621d51a585d,US,step16_fallback_none,Asphyxiation,1.0,10.0,1.0
Raat,https://open.spotify.com/artist/23X9RzKhXQRfswLRIPKgy7,159987d5-c471-4224-bb85-11d3872dfd1b,IN,step16_fallback_none,Silver Sphere,2.0,10.0,1.0
Sadus,https://open.spotify.com/artist/2J1GmSL3D47TR4TdFYs2hu,235f642f-a66f-40fb-a585-13d05ecaee47,US,step16_fallback_none,Certain Death,1.0,10.0,1.0
Sakis Tolis,https://open.spotify.com/artist/2Mbwnv9a97OLrSoClsRd9D,0db3047f-9c2b-4510-b15f-ec6090900c4b,GR,step16_fallback_none,We the Fallen Angels,1.0,10.0,1.0
Sanctuary,https://open.spotify.com/artist/1XolQApHVLzp4L8AeOZ7nx,cd783c5c-4035-4bd3-92d3-4dfa3dd51483,US,step16_fallback_none,Die for My Sins,1.0,10.0,1.0
Sarcófago,https://open.spotify.com/artist/3bPSw3qkTeBZXnfDFUqmPG,f5003609-10fb-478f-91c3-49277a074a42,BR,step16_fallback_none,Midnight Queen,1.0,10.0,1.0
Satan,https://open.spotify.com/artist/1LNgvz72fQVLe7ZNIw6Ipo,ee2c4239-6a04-492a-a157-1382837962db,GB,step16_fallback_none,Trial by Fire,1.0,10.0,1.0
SATANIC WARMASTER,https://open.spotify.com/artist/1wCF2kb75T3TaGZdQSLkdb,cf9e4560-c798-477e-8fe5-93423009b71b,FI,step16_fallback_none,Bafomet,1.0,10.0,1.0
Satariel,https://open.spotify.com/artist/5fe4O4ii7ksKPCnV7k6UtS,c3b98d8c-2376-4394-b70a-cc2ae13f619c,SE,step16_fallback_none,Claw the Clouds,1.0,10.0,1.0
Satyricon,https://open.spotify.com/artist/221Rd0FvVxMx7eCbWqjiKd,8eed05a5-e9a1-4dda-8b33-e354c4ecc8b6,NO,step16_fallback_none,K.I.N.G,1.0,10.0,1.0
Savage Master,https://open.spotify.com/artist/2i1pwiHsoPzbnD74nnRZ2T,d1352667-5c93-44fd-b77e-baf6940be4ae,US,step16_fallback_none,The Ripper in Black,1.0,10.0,1.0
Savatage,https://open.spotify.com/artist/3N1B1g6JtIgd6ClRkzD4yT,ac15222f-fb8a-4d2b-b4da-bde1c19f0a9f,US,step16_fallback_none,Christmas Eve (Sarajevo 12/24),1.0,10.0,1.0
Saxon,https://open.spotify.com/artist/71vVmHeNgCVSa5SVmfvscU,bbd80354-597e-4d53-94e4-92b3a7cb8f2c,GB,step16_fallback_none,Princess of the Night - 2009 Remaster,1.0,10.0,1.0
Scar Symmetry,https://open.spotify.com/artist/2PQVMx0BpRQhzMWLa7X0T6,b9a20306-a4f5-4d3c-8680-e9cdc7e3af5b,SE,step16_fallback_none,The Anomaly,1.0,10.0,1.0
Schizophrenia,https://open.spotify.com/artist/2Mre9sRBibjJBYO5N2aK7l,6ee015df-d6cf-4887-ac3e-0ca4cb070e22,BE,step16_fallback_none,Structure of Death,1.0,10.0,1.0
Seance,https://open.spotify.com/artist/3XVbXf3HYcDAVqsW9esrt4,ccba62ce-9190-4493-bcc1-440cf072a74a,SE,step16_fallback_none,Who Will Be Not Be Dead,1.0,10.0,1.0
SEDIMENTUM,https://open.spotify.com/artist/6WFJB486yPrSLRpzICcwUX,565ac6c2-e47d-4b5f-99f1-24afdf97903a,CA,step16_fallback_none,Momifié dans la vase,1.0,10.0,1.0
Sentenced,https://open.spotify.com/artist/5jQPKWBobu6cJwGSbbqgCk,82a5b152-ee60-4447-939a-dd5a91cd7c38,FI,step16_fallback_none,Mourn,1.0,10.0,1.0
Septicflesh,https://open.spotify.com/artist/5MlEt7qqXqNSReeX76xK6b,f23d00be-5619-43aa-a9b0-b32b73e5ba4f,GR,step16_fallback_none,Anubis,1.0,10.0,1.0
Sepultura,https://open.spotify.com/artist/6JW8wliOEwaDZ231ZY7cf4,1d93c839-22e7-4f76-ad84-d27039efc048,BR,step16_fallback_none,Roots Bloody Roots,1.0,10.0,1.0
Setherial,https://open.spotify.com/artist/1EglekDNCJnub9A2fDBFrg,0ff4ccdf-ddfa-493d-8af5-dfabdcc17f61,SE,step16_fallback_none,In The Still Of A Northern Fullmoon,1.0,10.0,1.0
Shining,https://open.spotify.com/artist/7wqTItc5qEyIwWw5ksN1Ya,02e28741-063d-4775-a348-88ba2ed1c4e1,SE,step16_fallback_none,Låt Oss Ta Allt Från Varandra,1.0,10.0,1.0
Sigh,https://open.spotify.com/artist/4VUguuy2qoVGDMwH1tL7Qr,844bc028-d3c5-4656-a874-57232df54630,JP,step16_fallback_none,Homo Homini Lupus,1.0,10.0,1.0
Sinister,https://open.spotify.com/artist/6rJPCPv9Nf0AeCFYCDNTZd,237918fb-7e35-4078-be2d-133edf45bb5e,NL,step16_fallback_none,Sadistic Intent,1.0,10.0,1.0
Sins Of Omission,https://open.spotify.com/artist/3zoFXJ7dzUrmsL0EPI9V9C,3693f650-f9c9-45ae-b4d4-e046cfbdf3c1,SE,step16_fallback_none,The Creation,1.0,10.0,1.0
Skeletal Remains,https://open.spotify.com/artist/4Rh3NPxVMADeaSIduAsykN,80d1c674-01a3-4b34-b3d5-b511aa6b277a,US,step16_fallback_none,Relentless Appetite,1.0,10.0,1.0
SEGA SOUND TEAM,https://open.spotify.com/artist/4ShgdWtm52xvEr8uYmT0V6,3e63722f-f463-451f-9f77-bf1aa957fabf,JP,step16c_mb_search_name_alias_paged,,,,
Skogen,https://open.spotify.com/artist/7kpKkXQDtgPNVdghC0mkDf,e390636f-dc92-4c89-b17a-534cf3484633,SE,step16_fallback_none,I döden,1.0,10.0,1.0
Skull Fist,https://open.spotify.com/artist/6V6MyDcytW48stIykhH937,4f9e929b-594c-40b2-92bb-a4efc435e91c,CA,step16_fallback_none,Bad for Good,1.0,10.0,1.0
Skyclad,https://open.spotify.com/artist/3CgDRO3wUoner5eZocDuQN,8fe90664-ee90-4b18-b4e9-9b7cf02807bd,GB,step16_fallback_none,Anotherdrinkingsong,1.0,10.0,1.0
Slayer,https://open.spotify.com/artist/1IQ2e1buppatiN1bxUVkrk,bdacc37b-8633-4bf8-9dd5-4662ee651aec,US,step16_fallback_none,Raining Blood,1.0,10.0,1.0
Sleep,https://open.spotify.com/artist/4Mt6w4tDGiPgV5q6JWPlrI,6fc69ec6-3e59-4ff7-849d-b5da932abe4d,US,step16_fallback_none,Dragonaut,1.0,10.0,1.0
Slipknot,https://open.spotify.com/artist/05fG473iIaoy82BF1aGhL8,a466c2a2-6517-42fb-a160-1087c3bafd9f,US,step16_fallback_none,Duality,1.0,10.0,1.0
Snot,https://open.spotify.com/artist/6TnlohrPbZ8D0JvJp9S1t8,ede553ac-e7ee-443a-9d63-765e7e31e424,US,step16_fallback_none,Snot,1.0,10.0,1.0
Sodom,https://open.spotify.com/artist/6SYbLA9utoNsllunR1TnkM,2251718f-7b5c-4a92-9267-895125c594d3,DE,step16_fallback_none,Agent Orange,1.0,10.0,1.0
Soil,https://open.spotify.com/artist/4PoYwGOztIrPpBfRIlMSxP,39a1b293-8e17-4a1c-b50b-034c40e24461,US,step16_fallback_none,Halo,1.0,10.0,1.0
Soilwork,https://open.spotify.com/artist/7wqP36o9lqWteOCxBnXlwx,d8d1b067-78bb-4db7-8f91-db2ff9a83ee5,SE,step16_fallback_none,Stålfågel,1.0,10.0,1.0
Solstice,https://open.spotify.com/artist/0sHzD7ilJ86wdvsmxJE4vu,5d1ed9b1-1bb2-4461-a89b-761eb695558a,US,step16_fallback_none,Transmogrified,1.0,10.0,1.0
Solution .45,https://open.spotify.com/artist/4g9Ml8899yUDi8YLnfZxmi,8b21a115-4bcb-423c-bf01-9908543dd5dc,SE,step16_fallback_none,The Close Beyond,1.0,10.0,1.0
Sortilège,https://open.spotify.com/artist/2mUthKsZa1UWKvbAcJWQ2U,a66fa932-974e-46b8-aeb2-3663043429c7,FR,step16_fallback_none,Coeurs d'acier,1.0,10.0,1.0
Spectral Wound,https://open.spotify.com/artist/3i6zP2x9GMBV3WyRzqQtM6,48346ead-4802-41ec-84e6-c2cf191b5ab2,CA,step16_fallback_none,Frigid and Spellbound,1.0,10.0,1.0
Staind,https://open.spotify.com/artist/5KDIH2gF0VpelTqyQS7udb,777a21a8-0d0f-4cf3-86b4-65bc0eba5649,US,step16_fallback_none,It's Been Awhile,1.0,10.0,1.0
Static-X,https://open.spotify.com/artist/7JDSHlDdVTo7aZKdQZ53Vf,8ac9e35c-e92d-4030-99ef-ba4127b1555c,US,step16_fallback_none,Push It,1.0,10.0,1.0
Stormkeep,https://open.spotify.com/artist/1qBAMIG8efDyEUGA9axXHD,9e87faad-bcfd-493d-bc82-053c25300e97,US,step16_fallback_none,The Seer,1.0,10.0,1.0
Stormlord,https://open.spotify.com/artist/5iqk0cqsbJiSTcXQ6ljGNo,83c1abfd-352b-453a-9988-362dc802826c,IT,step16_fallback_none,Dance of Hecate,1.0,10.0,1.0
Stormruler,https://open.spotify.com/artist/3CjGhU3qZnUxxdCU5qwzbn,9a1a840f-a256-40d2-a168-17c76866987c,US,step16_fallback_none,Reign of the Winged Duke,1.0,10.0,1.0
Stortregn,https://open.spotify.com/artist/4SuIgDBeOQBz7cI1HfsK31,9de31a7f-1898-4d59-bee7-90cd4aa4265b,CH,step16_fallback_none,Cosmos Eater,1.0,10.0,1.0
Suffocation,https://open.spotify.com/artist/4ItRDIouodpnW6nm4TYDk1,5db9f569-cadd-4f8b-b460-d4031b0b3716,US,step16_fallback_none,Liege of Inveracity,1.0,10.0,1.0
Suicidal Angels,https://open.spotify.com/artist/5Qb7CFfWNE9rlymfrFp5A2,b7aca0d1-d56d-4066-b204-58ecaafc88e6,GR,step16_fallback_none,Mourning of the Cursed,1.0,10.0,1.0
Suicidal Tendencies,https://open.spotify.com/artist/3WPKDlucMsXH6FC1XaclZC,e9e2a634-984f-4c10-bf7b-7970179e1ef1,US,step16_fallback_none,Institutionalized,1.0,10.0,1.0
Sulphur Aeon,https://open.spotify.com/artist/7nOT3FnmKEzbGvTS2fbeaV,8a71a2e9-632a-40ac-9b86-b3fa76775c52,DE,step16_fallback_none,Hammer From The Howling Void,1.0,10.0,1.0
Summoning,https://open.spotify.com/artist/5BViLZRXrRfhPDokkbYiMy,8363f94f-fd86-41b8-a56b-26eacb34f499,AT,step16_fallback_none,Old Mornings Dawn,1.0,10.0,1.0
Surrender of Divinity,https://open.spotify.com/artist/2Gn6F0gSkUDY8G3mqR7dCn,ab6ba47d-955e-4781-86b2-9fbbced28dcc,TH,step16_fallback_none,Manifest Blasphemy,1.0,7.0,1.0
Swallow The Sun,https://open.spotify.com/artist/0ulKlNlo0iPx5ZS6VMTHWQ,0f6df3f2-01f5-4d9a-a047-a76c907d7b66,FI,step16_fallback_none,Falling World,1.0,10.0,1.0
Sword,https://open.spotify.com/artist/6RNuNpxyKhqaGRQTboO3Kf,4fd41d2c-6a40-4a4e-8f16-7625fd18ab1b,CA,step16_fallback_none,Children of Heaven,1.0,10.0,1.0
Sworn,https://open.spotify.com/artist/08gKW64lS9Yfg79BZIc4PS,657dc40f-457a-431f-ad0d-18d859b50af3,NO,step16_fallback_none,Calamity Sea,1.0,10.0,1.0
Sylvaine,https://open.spotify.com/artist/5C9ocrDvsfSz8qcxG70QEe,6f274512-701a-43b1-b533-7833af213ba0,NO,step16_fallback_none,"Nowhere, Still Somewhere",1.0,10.0,1.0
Symphony X,https://open.spotify.com/artist/4MnZkh4dpNmTMPxkl4Ev5L,b669c53e-5a1f-4adc-80be-755e64e8115e,US,step16_fallback_none,WITHOUT YOU,1.0,10.0,1.0
System Of A Down,https://open.spotify.com/artist/5eAWCfyUhZtHHtBdNk56l1,cc0b7089-c08d-4c10-b6b0-873582c17fd6,US,step16_fallback_none,Chop Suey!,1.0,10.0,1.0
Taake,https://open.spotify.com/artist/2CofVEvqc6hhyKwYsLiuN9,52d858dc-d61d-4572-b70f-cc467d1612d8,NO,step16_fallback_none,Myr,1.0,10.0,1.0
Taetre,https://open.spotify.com/artist/0qGWQaTe2zGnRiCYdrNxSk,a7e87190-dc8f-4da8-91fe-fb06edcf3be5,SE,step16_fallback_none,My Lament,1.0,10.0,1.0
Tank,https://open.spotify.com/artist/65OModkIbyPG2IJV9LvmWm,9e4d93b6-0b22-4914-a3e4-efe8b8cd0378,GB,step16_fallback_none,Turn Your Head Around,1.0,10.0,1.0
Tankard,https://open.spotify.com/artist/0lKpKsvjBKLUeyVIAPHUy1,619ce797-ddb3-4411-9e42-30eafe2ca5ec,DE,step16_fallback_none,Schwarz-weiß wie Schnee - 1999,1.0,10.0,1.0
Teitanblood,https://open.spotify.com/artist/7LPrGEbf01106GJ14w6yhW,e63e2784-31af-437b-8174-31c27641b1e2,ES,step16_fallback_none,Enter the Hypogeum,1.0,10.0,1.0
Tengger Cavalry,https://open.spotify.com/artist/1jH1BbeNbZBvIgDwxGIJhe,71c53622-5e7d-44da-90d3-30ea2c89ad0e,CN,step16_fallback_none,Cavalry in Thousands,1.0,10.0,1.0
Terrorizer,https://open.spotify.com/artist/09eXH2A1Zi3E7MZJXGg5oG,7cd29567-b431-4989-9870-a81bc5596dd2,US,step16_fallback_none,Fear Of Napalm,1.0,10.0,1.0
Testament,https://open.spotify.com/artist/28hJdGN1Awf7u3ifk2lVkg,05106775-5d45-4131-aecc-1177f813ba11,US,step16_fallback_none,Down for Life,1.0,10.0,1.0
Thanatos,https://open.spotify.com/artist/7iOkvDGpFFVssOu6Z72yfe,48596ba1-8fac-4e81-bbf4-c7a38648dce8,NL,step16_fallback_none,The Silent War,1.0,10.0,1.0
